Competition_Name,Gender,Country,Season_End_Year,Round,Wk,Day,Date,Time,Home,HomeGoals,Home_xG,Away,AwayGoals,Away_xG,Attendance,Venue,Referee,Notes,MatchURL
FIFA Women's World Cup,F,NA,2003,Group stage,NA,Thu,9/25/2003,16:45,Sweden se,1,NA,kp Korea DPR,0,NA,31553,Lincoln Financial Field (Neutral Site),Tammy Ogston,,https://fbref.com/en/matches/62c77936/Sweden-Korea-DPR-September-25-2003-Womens-World-Cup
FIFA Women's World Cup,F,NA,2003,Group stage,NA,Thu,9/25/2003,19:00,China PR cn,1,NA,au Australia,1,NA,13929,Dignity Health Sports Park (Neutral Site),Katriina Elovirta,,https://fbref.com/en/matches/88a6d5c5/China-PR-Australia-September-25-2003-Womens-World-Cup
FIFA Women's World Cup,F,NA,2003,Group stage,NA,Thu,9/25/2003,19:30,USA us,5,NA,ng Nigeria,0,NA,31553,Lincoln Financial Field (Neutral Site),Florencia Romano,,https://fbref.com/en/matches/9e64fb83/United-States-Nigeria-September-25-2003-Womens-World-Cup
FIFA Women's World Cup,F,NA,2003,Group stage,NA,Sat,9/27/2003,12:45,Korea Rep kr,1,NA,no Norway,7,NA,14356,Gillette Stadium (Neutral Site),Tammy Ogston,,https://fbref.com/en/matches/90b5f3c6/Korea-Republic-Norway-September-27-2003-Womens-World-Cup
FIFA Women's World Cup,F,NA,2003,Group stage,NA,Sat,9/27/2003,12:45,France fr,1,NA,br Brazil,1,NA,17618,Robert F. Kennedy Memorial Stadium (Neutral Site),Cristina Babadac,,https://fbref.com/en/matches/0677c231/France-Brazil-September-27-2003-Womens-World-Cup
FIFA Women's World Cup,F,NA,2003,Group stage,NA,Sat,9/27/2003,15:30,Canada ca,3,NA,jp Japan,1,NA,14356,Gillette Stadium (Neutral Site),Im Eun-ju,,https://fbref.com/en/matches/a2395ede/Canada-Japan-September-27-2003-Womens-World-Cup
FIFA Women's World Cup,F,NA,2003,Group stage,NA,Sat,9/27/2003,15:30,Argentina ar,1,NA,de Germany,6,NA,17618,Robert F. Kennedy Memorial Stadium (Neutral Site),Bola Abidoye,,https://fbref.com/en/matches/53bee3d3/Argentina-Germany-September-27-2003-Womens-World-Cup
FIFA Women's World Cup,F,NA,2003,Group stage,NA,Sun,9/28/2003,13:00,Sweden se,3,NA,ng Nigeria,0,NA,22828,MAPFRE Stadium (Neutral Site),Sonia Denoncourt,,https://fbref.com/en/matches/179c9808/Sweden-Nigeria-September-28-2003-Womens-World-Cup
FIFA Women's World Cup,F,NA,2003,Group stage,NA,Sun,9/28/2003,15:45,Korea DPR kp,0,NA,us USA,3,NA,22828,MAPFRE Stadium (Neutral Site),Sueli Tortura,,https://fbref.com/en/matches/b0601033/Korea-DPR-United-States-September-28-2003-Womens-World-Cup
FIFA Women's World Cup,F,NA,2003,Group stage,NA,Sun,9/28/2003,17:15,Ghana gh,2,NA,au Australia,1,NA,19132,Providence Park (Neutral Site),Xonam Agboyi,,https://fbref.com/en/matches/c938dbc8/Ghana-Australia-September-28-2003-Womens-World-Cup
FIFA Women's World Cup,F,NA,2003,Group stage,NA,Sun,9/28/2003,20:00,China PR cn,1,NA,ru Russia,0,NA,19132,Providence Park (Neutral Site),Florencia Romano,,https://fbref.com/en/matches/1f0f755a/China-PR-Russia-September-28-2003-Womens-World-Cup
FIFA Women's World Cup,F,NA,2003,Quarter-finals,NA,Wed,10/1/2003,16:30,Brazil br,1,NA,se Sweden,2,NA,25103,Gillette Stadium (Neutral Site),Dongqing Zhang,,https://fbref.com/en/matches/f7642e61/Brazil-Sweden-October-1-2003-Womens-World-Cup
FIFA Women's World Cup,F,NA,2003,Quarter-finals,NA,Wed,10/1/2003,19:30,USA us,1,NA,no Norway,0,NA,25103,Gillette Stadium (Neutral Site),Nicole Petignat,,https://fbref.com/en/matches/d5bf5d37/United-States-Norway-October-1-2003-Womens-World-Cup
FIFA Women's World Cup,F,NA,2003,Quarter-finals,NA,Thu,10/2/2003,16:30,Germany de,7,NA,ru Russia,0,NA,20021,Providence Park (Neutral Site),Im Eun-ju,,https://fbref.com/en/matches/49f295f9/Germany-Russia-October-2-2003-Womens-World-Cup
FIFA Women's World Cup,F,NA,2003,Quarter-finals,NA,Thu,10/2/2003,19:30,China PR cn,0,NA,ca Canada,1,NA,20021,Providence Park (Neutral Site),Kari Seitz,,https://fbref.com/en/matches/858d20f9/China-PR-Canada-October-2-2003-Womens-World-Cup
FIFA Women's World Cup,F,NA,2003,Semi-finals,NA,Sun,10/5/2003,16:30,Germany de,3,NA,us USA,0,NA,27623,Providence Park (Neutral Site),Sonia Denoncourt,,https://fbref.com/en/matches/de2838de/Germany-United-States-October-5-2003-Womens-World-Cup
FIFA Women's World Cup,F,NA,2003,Semi-finals,NA,Sun,10/5/2003,19:30,Canada ca,1,NA,se Sweden,2,NA,27623,Providence Park (Neutral Site),Katriina Elovirta,,https://fbref.com/en/matches/b4b67b72/Canada-Sweden-October-5-2003-Womens-World-Cup
FIFA Women's World Cup,F,NA,2003,Third-place match,NA,Sat,10/11/2003,12:30,USA us,3,NA,ca Canada,1,NA,25253,Dignity Health Sports Park (Neutral Site),Tammy Ogston,,https://fbref.com/en/matches/fc7fdd38/United-States-Canada-October-11-2003-Womens-World-Cup
FIFA Women's World Cup,F,NA,2003,Final,NA,Sun,10/12/2003,10:00,Germany de,1,NA,se Sweden,1,NA,26137,Dignity Health Sports Park (Neutral Site),Cristina Babadac,Required Extra Time,https://fbref.com/en/matches/01ea91e3/Germany-Sweden-October-12-2003-Womens-World-Cup
FIFA Women's World Cup,F,NA,2007,Group stage,NA,Mon,9/10/2007,20:00,Germany de,11,NA,ar Argentina,0,NA,28098,Hongkou Stadium (Neutral Site),Tammy Ogston,,https://fbref.com/en/matches/97f1a4e8/Germany-Argentina-September-10-2007-Womens-World-Cup
FIFA Women's World Cup,F,NA,2007,Group stage,NA,Tue,9/11/2007,17:00,USA us,2,NA,kp Korea DPR,2,NA,35100,Chengdu Sports Center (Neutral Site),Nicole Petignat,,https://fbref.com/en/matches/3bc9784f/United-States-Korea-DPR-September-11-2007-Womens-World-Cup
FIFA Women's World Cup,F,NA,2007,Group stage,NA,Tue,9/11/2007,20:00,England eng,2,NA,jp Japan,2,NA,27146,Hongkou Stadium (Neutral Site),Kari Seitz,,https://fbref.com/en/matches/399ea38d/England-Japan-September-11-2007-Womens-World-Cup
FIFA Women's World Cup,F,NA,2007,Group stage,NA,Tue,9/11/2007,20:00,Sweden se,1,NA,ng Nigeria,1,NA,21740,Chengdu Sports Center (Neutral Site),Huijun Niu,,https://fbref.com/en/matches/9c1aba3a/Sweden-Nigeria-September-11-2007-Womens-World-Cup
FIFA Women's World Cup,F,NA,2007,Group stage,NA,Wed,9/12/2007,17:00,Brazil br,5,NA,nz New Zealand,0,NA,33500,Wuhan Sports Center Stadium (Neutral Site),Pannipar Kamnueng,,https://fbref.com/en/matches/4dd8cda4/Brazil-New-Zealand-September-12-2007-Womens-World-Cup
FIFA Women's World Cup,F,NA,2007,Group stage,NA,Wed,9/12/2007,17:00,Australia au,4,NA,gh Ghana,1,NA,25952,Yellow Dragon Sports Center (Neutral Site),Adriana Correa,,https://fbref.com/en/matches/c5d296e5/Australia-Ghana-September-12-2007-Womens-World-Cup
FIFA Women's World Cup,F,NA,2007,Group stage,NA,Wed,9/12/2007,20:00,China PR cn,3,NA,dk Denmark,2,NA,50800,Wuhan Sports Center Stadium (Neutral Site),Dianne Ferreira-James,,https://fbref.com/en/matches/ce5dda21/China-PR-Denmark-September-12-2007-Womens-World-Cup
FIFA Women's World Cup,F,NA,2007,Group stage,NA,Wed,9/12/2007,20:00,Norway no,2,NA,ca Canada,1,NA,30752,Yellow Dragon Sports Center (Neutral Site),Christine Baitinger,,https://fbref.com/en/matches/d9417695/Norway-Canada-September-12-2007-Womens-World-Cup
FIFA Women's World Cup,F,NA,2007,Group stage,NA,Fri,9/14/2007,17:00,Argentina ar,0,NA,jp Japan,1,NA,27730,Hongkou Stadium (Neutral Site),,,https://fbref.com/en/matches/04fb8770/Argentina-Japan-September-14-2007-Womens-World-Cup
FIFA Women's World Cup,F,NA,2007,Group stage,NA,Fri,9/14/2007,17:00,USA us,2,NA,se Sweden,0,NA,35600,Chengdu Sports Center (Neutral Site),Gyöngyi Gaál,,https://fbref.com/en/matches/dd4dca8a/United-States-Sweden-September-14-2007-Womens-World-Cup
FIFA Women's World Cup,F,NA,2007,Group stage,NA,Fri,9/14/2007,20:00,Korea DPR kp,2,NA,ng Nigeria,0,NA,35600,Chengdu Sports Center (Neutral Site),Tammy Ogston,,https://fbref.com/en/matches/9bd2bee6/Korea-DPR-Nigeria-September-14-2007-Womens-World-Cup
FIFA Women's World Cup,F,NA,2007,Group stage,NA,Fri,9/14/2007,20:00,Germany de,0,NA,eng England,0,NA,27730,Hongkou Stadium (Neutral Site),Jenny Palmqvist,,https://fbref.com/en/matches/f1d330f1/Germany-England-September-14-2007-Womens-World-Cup
FIFA Women's World Cup,F,NA,2007,Group stage,NA,Sat,9/15/2007,17:00,Denmark dk,2,NA,nz New Zealand,0,NA,54000,Wuhan Sports Center Stadium (Neutral Site),Mayumi Oiwa,,https://fbref.com/en/matches/f6a1cf28/Denmark-New-Zealand-September-15-2007-Womens-World-Cup
FIFA Women's World Cup,F,NA,2007,Group stage,NA,Sat,9/15/2007,17:00,Canada ca,4,NA,gh Ghana,0,NA,33835,Yellow Dragon Sports Center (Neutral Site),Nicole Petignat,,https://fbref.com/en/matches/5a2930e3/Canada-Ghana-September-15-2007-Womens-World-Cup
FIFA Women's World Cup,F,NA,2007,Group stage,NA,Sat,9/15/2007,20:00,Norway no,1,NA,au Australia,1,NA,33835,Yellow Dragon Sports Center (Neutral Site),Huijun Niu,,https://fbref.com/en/matches/bcfc609e/Norway-Australia-September-15-2007-Womens-World-Cup
FIFA Women's World Cup,F,NA,2007,Group stage,NA,Sat,9/15/2007,20:00,China PR cn,0,NA,br Brazil,4,NA,54000,Wuhan Sports Center Stadium (Neutral Site),Jennifer Bennett,,https://fbref.com/en/matches/81028d83/China-PR-Brazil-September-15-2007-Womens-World-Cup
FIFA Women's World Cup,F,NA,2007,Group stage,NA,Mon,9/17/2007,20:00,Japan jp,0,NA,de Germany,2,NA,39817,Yellow Dragon Sports Center (Neutral Site),Adriana Correa,,https://fbref.com/en/matches/96a3eb4b/Japan-Germany-September-17-2007-Womens-World-Cup
FIFA Women's World Cup,F,NA,2007,Group stage,NA,Mon,9/17/2007,20:00,Argentina ar,1,NA,eng England,6,NA,30730,Chengdu Sports Center (Neutral Site),Dianne Ferreira-James,,https://fbref.com/en/matches/cf966c4c/Argentina-England-September-17-2007-Womens-World-Cup
FIFA Women's World Cup,F,NA,2007,Group stage,NA,Tue,9/18/2007,20:00,Korea DPR kp,1,NA,se Sweden,2,NA,33196,Tianjin Olympic Center Stadium (Neutral Site),Christine Baitinger,,https://fbref.com/en/matches/ddceb299/Korea-DPR-Sweden-September-18-2007-Womens-World-Cup
FIFA Women's World Cup,F,NA,2007,Group stage,NA,Tue,9/18/2007,20:00,Nigeria ng,0,NA,us USA,1,NA,26100,Hongkou Stadium (Neutral Site),Mayumi Oiwa,,https://fbref.com/en/matches/ebb30c86/Nigeria-United-States-September-18-2007-Womens-World-Cup
FIFA Women's World Cup,F,NA,2007,Group stage,NA,Thu,9/20/2007,17:00,Australia au,2,NA,ca Canada,2,NA,29300,Chengdu Sports Center (Neutral Site),Gyöngyi Gaál,,https://fbref.com/en/matches/5c8f2c4e/Australia-Canada-September-20-2007-Womens-World-Cup
FIFA Women's World Cup,F,NA,2007,Group stage,NA,Thu,9/20/2007,17:00,Norway no,7,NA,gh Ghana,2,NA,43817,Yellow Dragon Sports Center (Neutral Site),Jennifer Bennett,,https://fbref.com/en/matches/76a97455/Norway-Ghana-September-20-2007-Womens-World-Cup
FIFA Women's World Cup,F,NA,2007,Group stage,NA,Thu,9/20/2007,20:00,China PR cn,2,NA,nz New Zealand,0,NA,56208,Tianjin Olympic Center Stadium (Neutral Site),,,https://fbref.com/en/matches/ca92b9d6/China-PR-New-Zealand-September-20-2007-Womens-World-Cup
FIFA Women's World Cup,F,NA,2007,Group stage,NA,Thu,9/20/2007,20:00,Brazil br,1,NA,dk Denmark,0,NA,43817,Yellow Dragon Sports Center (Neutral Site),Kari Seitz,,https://fbref.com/en/matches/6a064684/Brazil-Denmark-September-20-2007-Womens-World-Cup
FIFA Women's World Cup,F,NA,2007,Quarter-finals,NA,Sat,9/22/2007,17:00,Germany de,3,NA,kp Korea DPR,0,NA,37200,Wuhan Sports Center Stadium (Neutral Site),Tammy Ogston,,https://fbref.com/en/matches/05a5a994/Germany-Korea-DPR-September-22-2007-Womens-World-Cup
FIFA Women's World Cup,F,NA,2007,Quarter-finals,NA,Sat,9/22/2007,20:00,USA us,3,NA,eng England,0,NA,29586,Tianjin Olympic Center Stadium (Neutral Site),Jenny Palmqvist,,https://fbref.com/en/matches/8f203bcf/United-States-England-September-22-2007-Womens-World-Cup
FIFA Women's World Cup,F,NA,2007,Quarter-finals,NA,Sun,9/23/2007,17:00,Norway no,1,NA,cn China PR,0,NA,52000,Wuhan Sports Center Stadium (Neutral Site),Gyöngyi Gaál,,https://fbref.com/en/matches/83673ef3/Norway-China-PR-September-23-2007-Womens-World-Cup
FIFA Women's World Cup,F,NA,2007,Quarter-finals,NA,Sun,9/23/2007,20:00,Brazil br,3,NA,au Australia,2,NA,35061,Tianjin Olympic Center Stadium (Neutral Site),Christine Baitinger,,https://fbref.com/en/matches/3f4c1b71/Brazil-Australia-September-23-2007-Womens-World-Cup
FIFA Women's World Cup,F,NA,2007,Semi-finals,NA,Wed,9/26/2007,20:00,Germany de,3,NA,no Norway,0,NA,53819,Tianjin Olympic Center Stadium (Neutral Site),,,https://fbref.com/en/matches/c88ca955/Germany-Norway-September-26-2007-Womens-World-Cup
FIFA Women's World Cup,F,NA,2007,Semi-finals,NA,Thu,9/27/2007,20:00,USA us,0,NA,br Brazil,4,NA,47818,Yellow Dragon Sports Center (Neutral Site),Nicole Petignat,,https://fbref.com/en/matches/0b1eef89/United-States-Brazil-September-27-2007-Womens-World-Cup
FIFA Women's World Cup,F,NA,2007,Third-place match,NA,Sun,9/30/2007,17:00,Norway no,1,NA,us USA,4,NA,32068,Hongkou Stadium (Neutral Site),Gyöngyi Gaál,,https://fbref.com/en/matches/28c9deed/Norway-United-States-September-30-2007-Womens-World-Cup
FIFA Women's World Cup,F,NA,2007,Final,NA,Sun,9/30/2007,20:00,Germany de,2,NA,br Brazil,0,NA,31000,Hongkou Stadium (Neutral Site),Tammy Ogston,,https://fbref.com/en/matches/1acb1e56/Germany-Brazil-September-30-2007-Womens-World-Cup
FIFA Women's World Cup,F,NA,2011,Group stage,1,Sun,6/26/2011,15:00,Nigeria ng,0,NA,fr France,1,NA,NA,PreZero Arena (Neutral Site),Kari Seitz,,https://fbref.com/en/matches/6f724930/Nigeria-France-June-26-2011-Womens-World-Cup
FIFA Women's World Cup,F,NA,2011,Group stage,1,Sun,6/26/2011,18:00,Germany de,2,NA,ca Canada,1,NA,NA,Olympiastadion Berlin (Neutral Site),Jacqui Melksham,,https://fbref.com/en/matches/0d1a64f1/Germany-Canada-June-26-2011-Womens-World-Cup
FIFA Women's World Cup,F,NA,2011,Group stage,1,Mon,6/27/2011,15:00,Japan jp,2,NA,nz New Zealand,1,NA,NA,Vonovia Ruhrstadion (Neutral Site),Kirsi Heikkinen,,https://fbref.com/en/matches/97762def/Japan-New-Zealand-June-27-2011-Womens-World-Cup
FIFA Women's World Cup,F,NA,2011,Group stage,1,Mon,6/27/2011,18:00,Mexico mx,1,NA,eng England,1,NA,NA,Volkswagen Arena (Neutral Site),Silvia Reyes,,https://fbref.com/en/matches/b0f3df15/Mexico-England-June-27-2011-Womens-World-Cup
FIFA Women's World Cup,F,NA,2011,Group stage,1,Tue,6/28/2011,15:00,Colombia co,0,NA,se Sweden,1,NA,NA,BayArena (Neutral Site),Carol-Anne Chenard,,https://fbref.com/en/matches/ee24566a/Colombia-Sweden-June-28-2011-Womens-World-Cup
FIFA Women's World Cup,F,NA,2011,Group stage,1,Tue,6/28/2011,18:15,USA us,2,NA,kp Korea DPR,0,NA,NA,DDV-Stadion (Neutral Site),Bibiana Steinhaus,,https://fbref.com/en/matches/309f3c09/United-States-Korea-DPR-June-28-2011-Womens-World-Cup
FIFA Women's World Cup,F,NA,2011,Group stage,1,Wed,6/29/2011,15:00,Norway no,1,NA,gq Equatorial Guinea,0,NA,NA,WWK Arena (Neutral Site),Quetzalli Alvarado,,https://fbref.com/en/matches/e4101cce/Norway-Equatorial-Guinea-June-29-2011-Womens-World-Cup
FIFA Women's World Cup,F,NA,2011,Group stage,1,Wed,6/29/2011,18:15,Brazil br,1,NA,au Australia,0,NA,NA,Stadion im Borussia-Park (Neutral Site),Jenny Palmqvist,,https://fbref.com/en/matches/64a3b526/Brazil-Australia-June-29-2011-Womens-World-Cup
FIFA Women's World Cup,F,NA,2011,Group stage,2,Thu,6/30/2011,18:00,Canada ca,0,NA,fr France,4,NA,NA,Vonovia Ruhrstadion (Neutral Site),Etsuko Fukano,,https://fbref.com/en/matches/9c6631d3/Canada-France-June-30-2011-Womens-World-Cup
FIFA Women's World Cup,F,NA,2011,Group stage,2,Thu,6/30/2011,20:45,Germany de,1,NA,ng Nigeria,0,NA,NA,Commerzbank-Arena (Neutral Site),Sung Mi Cha,,https://fbref.com/en/matches/c9937674/Germany-Nigeria-June-30-2011-Womens-World-Cup
FIFA Women's World Cup,F,NA,2011,Group stage,2,Fri,7/1/2011,15:00,Japan jp,4,NA,mx Mexico,0,NA,NA,BayArena (Neutral Site),Christina Pedersen,,https://fbref.com/en/matches/7a0f3e97/Japan-Mexico-July-1-2011-Womens-World-Cup
FIFA Women's World Cup,F,NA,2011,Group stage,2,Fri,7/1/2011,18:15,New Zealand nz,1,NA,eng England,2,NA,NA,DDV-Stadion (Neutral Site),Thérèse Neguel,,https://fbref.com/en/matches/481beb00/New-Zealand-England-July-1-2011-Womens-World-Cup
FIFA Women's World Cup,F,NA,2011,Group stage,2,Sat,7/2/2011,14:00,Korea DPR kp,0,NA,se Sweden,1,NA,NA,WWK Arena (Neutral Site),Estela Alvarez,,https://fbref.com/en/matches/f348ff32/Korea-DPR-Sweden-July-2-2011-Womens-World-Cup
FIFA Women's World Cup,F,NA,2011,Group stage,2,Sat,7/2/2011,18:00,USA us,3,NA,co Colombia,0,NA,NA,PreZero Arena (Neutral Site),,,https://fbref.com/en/matches/38ca529d/United-States-Colombia-July-2-2011-Womens-World-Cup
FIFA Women's World Cup,F,NA,2011,Group stage,2,Sun,7/3/2011,14:00,Australia au,3,NA,gq Equatorial Guinea,2,NA,NA,Vonovia Ruhrstadion (Neutral Site),Gyöngyi Gaál,,https://fbref.com/en/matches/7bffa84b/Australia-Equatorial-Guinea-July-3-2011-Womens-World-Cup
FIFA Women's World Cup,F,NA,2011,Group stage,2,Sun,7/3/2011,18:15,Brazil br,3,NA,no Norway,0,NA,NA,Volkswagen Arena (Neutral Site),Kari Seitz,,https://fbref.com/en/matches/4f709791/Brazil-Norway-July-3-2011-Womens-World-Cup
FIFA Women's World Cup,F,NA,2011,Group stage,3,Tue,7/5/2011,18:15,New Zealand nz,2,NA,mx Mexico,2,NA,NA,PreZero Arena (Neutral Site),Jenny Palmqvist,,https://fbref.com/en/matches/5983dbbc/New-Zealand-Mexico-July-5-2011-Womens-World-Cup
FIFA Women's World Cup,F,NA,2011,Group stage,3,Tue,7/5/2011,18:15,England eng,2,NA,jp Japan,0,NA,NA,WWK Arena (Neutral Site),Carol-Anne Chenard,,https://fbref.com/en/matches/1ba52c40/England-Japan-July-5-2011-Womens-World-Cup
FIFA Women's World Cup,F,NA,2011,Group stage,3,Tue,7/5/2011,20:45,Canada ca,0,NA,ng Nigeria,1,NA,NA,DDV-Stadion (Neutral Site),Finau Vulivuli,,https://fbref.com/en/matches/15f5a69f/Canada-Nigeria-July-5-2011-Womens-World-Cup
FIFA Women's World Cup,F,NA,2011,Group stage,3,Tue,7/5/2011,20:45,France fr,2,NA,de Germany,4,NA,NA,Stadion im Borussia-Park (Neutral Site),Kirsi Heikkinen,,https://fbref.com/en/matches/0e072469/France-Germany-July-5-2011-Womens-World-Cup
FIFA Women's World Cup,F,NA,2011,Group stage,3,Wed,7/6/2011,18:00,Australia au,2,NA,no Norway,1,NA,NA,BayArena (Neutral Site),Estela Alvarez,,https://fbref.com/en/matches/97f82ff6/Australia-Norway-July-6-2011-Womens-World-Cup
FIFA Women's World Cup,F,NA,2011,Group stage,3,Wed,7/6/2011,18:00,Equatorial Guinea gq,0,NA,br Brazil,3,NA,NA,Commerzbank-Arena (Neutral Site),Bibiana Steinhaus,,https://fbref.com/en/matches/189fb27a/Equatorial-Guinea-Brazil-July-6-2011-Womens-World-Cup
FIFA Women's World Cup,F,NA,2011,Group stage,3,Wed,7/6/2011,20:45,Sweden se,2,NA,us USA,1,NA,NA,Volkswagen Arena (Neutral Site),Etsuko Fukano,,https://fbref.com/en/matches/de941c4b/Sweden-United-States-July-6-2011-Womens-World-Cup
FIFA Women's World Cup,F,NA,2011,Group stage,3,Wed,7/6/2011,20:45,Korea DPR kp,0,NA,co Colombia,0,NA,NA,Vonovia Ruhrstadion (Neutral Site),Christina Pedersen,,https://fbref.com/en/matches/273184d4/Korea-DPR-Colombia-July-6-2011-Womens-World-Cup
FIFA Women's World Cup,F,NA,2011,Quarter-finals,NA,Sat,7/9/2011,18:00,England eng,1,NA,fr France,1,NA,26395,BayArena (Neutral Site),Jenny Palmqvist,France won on penalty kicks following extra time,https://fbref.com/en/matches/9794b21e/England-France-July-9-2011-Womens-World-Cup
FIFA Women's World Cup,F,NA,2011,Quarter-finals,NA,Sat,7/9/2011,20:45,Germany de,0,NA,jp Japan,1,NA,26067,Volkswagen Arena (Neutral Site),Quetzalli Alvarado,Required Extra Time,https://fbref.com/en/matches/7b926acf/Germany-Japan-July-9-2011-Womens-World-Cup
FIFA Women's World Cup,F,NA,2011,Quarter-finals,NA,Sun,7/10/2011,13:00,Sweden se,3,NA,au Australia,1,NA,24605,WWK Arena (Neutral Site),Silvia Reyes,,https://fbref.com/en/matches/17b3076d/Sweden-Australia-July-10-2011-Womens-World-Cup
FIFA Women's World Cup,F,NA,2011,Quarter-finals,NA,Sun,7/10/2011,17:30,Brazil br,2,NA,us USA,2,NA,25598,DDV-Stadion (Neutral Site),Jacqui Melksham,USA won on penalty kicks following extra time,https://fbref.com/en/matches/862734ec/Brazil-United-States-July-10-2011-Womens-World-Cup
FIFA Women's World Cup,F,NA,2011,Semi-finals,NA,Wed,7/13/2011,18:00,France fr,1,NA,us USA,3,NA,25676,Stadion im Borussia-Park (Neutral Site),Kirsi Heikkinen,,https://fbref.com/en/matches/e5018679/France-United-States-July-13-2011-Womens-World-Cup
FIFA Women's World Cup,F,NA,2011,Semi-finals,NA,Wed,7/13/2011,20:45,Japan jp,3,NA,se Sweden,1,NA,45434,Commerzbank-Arena (Neutral Site),Carol-Anne Chenard,,https://fbref.com/en/matches/ae50cca7/Japan-Sweden-July-13-2011-Womens-World-Cup
FIFA Women's World Cup,F,NA,2011,Third-place match,NA,Sat,7/16/2011,17:30,Sweden se,2,NA,fr France,1,NA,25515,PreZero Arena (Neutral Site),Kari Seitz,,https://fbref.com/en/matches/c1c3205d/Sweden-France-July-16-2011-Womens-World-Cup
FIFA Women's World Cup,F,NA,2011,Final,NA,Sun,7/17/2011,20:45,Japan jp,2,NA,us USA,2,NA,48817,Commerzbank-Arena (Neutral Site),Bibiana Steinhaus,Japan won on penalty kicks following extra time,https://fbref.com/en/matches/7391d8b8/Japan-United-States-July-17-2011-Womens-World-Cup
FIFA Women's World Cup,F,NA,2015,Group stage,1,Sat,6/6/2015,16:00,Canada ca,1,NA,cn China PR,0,NA,53058,Commonwealth Stadium (Neutral Site),Kateryna Monzul,,https://fbref.com/en/matches/8fad88f0/Canada-China-PR-June-6-2015-Womens-World-Cup
FIFA Women's World Cup,F,NA,2015,Group stage,1,Sat,6/6/2015,19:00,New Zealand nz,0,NA,nl Netherlands,1,NA,53058,Commonwealth Stadium (Neutral Site),Quetzalli Alvarado,,https://fbref.com/en/matches/73b7425e/New-Zealand-Netherlands-June-6-2015-Womens-World-Cup
FIFA Women's World Cup,F,NA,2015,Group stage,1,Sun,6/7/2015,13:00,Norway no,4,NA,th Thailand,0,NA,20953,TD Place Stadium (Neutral Site),Anna-Marie Keighley,,https://fbref.com/en/matches/b5ff161a/Norway-Thailand-June-7-2015-Womens-World-Cup
